Time id,Material_Id,Forecasted_Quantity
37,108,17.833333333333332
38,108,24.5
39,108,29.5
40,108,32.6
41,108,36.25
42,108,45.666666666666664
43,108,52.0
44,108,48.0
37,719,32.166666666666664
38,719,28.333333333333332
39,719,27.166666666666668
40,719,24.6
41,719,21.5
42,719,22.333333333333332
43,719,23.0
44,719,28.0
37,797,4.833333333333333
38,797,4.5
39,797,4.833333333333333
40,797,5.4
41,797,5.25
42,797,5.333333333333333
43,797,4.5
44,797,3.0
37,884,29.0
38,884,28.333333333333332
39,884,28.833333333333332
40,884,28.6
41,884,30.0
42,884,30.0
43,884,26.0
44,884,26.0
37,1663,21.833333333333332
38,1663,23.333333333333332
39,1663,22.5
40,1663,21.0
41,1663,22.25
42,1663,25.0
43,1663,22.0
44,1663,14.0
37,1664,23.5
38,1664,24.333333333333332
39,1664,23.5
40,1664,21.8
41,1664,23.25
42,1664,26.0
43,1664,22.0
44,1664,17.0
37,1692,4.166666666666667
38,1692,3.8333333333333335
39,1692,4.666666666666667
40,1692,4.6
41,1692,5.25
42,1692,5.666666666666667
43,1692,5.0
44,1692,8.0
37,1715,13.666666666666666
38,1715,12.333333333333334
39,1715,10.666666666666666
40,1715,10.6
41,1715,10.25
42,1715,9.666666666666666
43,1715,7.5
44,1715,7.0
37,1716,13.666666666666666
38,1716,12.333333333333334
39,1716,10.666666666666666
40,1716,10.6
41,1716,10.25
42,1716,9.666666666666666
43,1716,7.5
44,1716,7.0
37,1732,2.6
38,1732,3.0
39,1732,2.6
40,1732,3.0
41,1732,3.0
42,1732,3.0
43,1732,2.0
44,1732,1.0
37,2600,2.0
38,2600,2.0
39,2600,1.8
40,2600,2.0
41,2600,2.3333333333333335
42,2600,3.0
43,2600,1.0
44,2600,
37,2865,47.5
38,2865,58.333333333333336
39,2865,59.5
40,2865,61.8
41,2865,68.0
42,2865,77.66666666666667
43,2865,93.5
44,2865,79.0
37,2866,48.0
38,2866,58.5
39,2866,60.166666666666664
40,2866,61.8
41,2866,68.0
42,2866,77.66666666666667
43,2866,93.5
44,2866,79.0
37,3282,107.16666666666667
38,3282,102.83333333333333
39,3282,102.0
40,3282,85.66666666666667
41,3282,85.2
42,3282,77.25
43,3282,62.0
44,3282,48.0
37,5180,58.333333333333336
38,5180,54.666666666666664
39,5180,57.0
40,5180,57.8
41,5180,57.75
42,5180,54.333333333333336
43,5180,54.0
44,5180,67.0
37,13739,5.4
38,13739,4.2
39,13739,3.0
40,13739,1.0
41,13739,1.0
42,13739,1.0
43,13739,1.0
44,13739,
37,5913,20.166666666666668
38,5913,18.166666666666668
39,5913,16.5
40,5913,15.0
41,5913,15.0
42,5913,13.0
43,5913,13.0
44,5913,15.0
37,6323,6.666666666666667
38,6323,6.666666666666667
39,6323,5.666666666666667
40,6323,5.6
41,6323,4.5
42,6323,4.666666666666667
43,6323,3.0
44,6323,2.0
37,6543,48.833333333333336
38,6543,48.0
39,6543,50.0
40,6543,53.0
41,6543,56.0
42,6543,62.0
43,6543,64.0
44,6543,72.0
37,7906,9.0
38,7906,9.5
39,7906,9.833333333333334
40,7906,9.8
41,7906,9.25
42,7906,7.0
43,7906,9.0
44,7906,10.0
37,7939,4.4
38,7939,3.8
39,7939,3.8
40,7939,4.0
41,7939,4.0
42,7939,4.666666666666667
43,7939,3.5
44,7939,3.0
37,14447,8.166666666666666
38,14447,9.2
39,14447,6.0
40,14447,5.75
41,14447,6.333333333333333
42,14447,7.0
43,14447,3.0
44,14447,3.0
37,14448,8.166666666666666
38,14448,9.2
39,14448,6.0
40,14448,5.75
41,14448,6.333333333333333
42,14448,7.0
43,14448,3.0
44,14448,3.0
37,8594,16.333333333333332
38,8594,16.5
39,8594,16.166666666666668
40,8594,15.6
41,8594,18.0
42,8594,18.666666666666668
43,8594,16.0
44,8594,13.0
37,9207,224.5
38,9207,229.16666666666666
39,9207,241.83333333333334
40,9207,236.2
41,9207,248.0
42,9207,262.0
43,9207,289.0
44,9207,317.0
