Time id,Material id,Forecasted
37.0,4774.0,6.532009124755859
38.0,4774.0,6.311529159545898
39.0,4774.0,6.207309722900391
40.0,4774.0,6.157969951629639
41.0,4774.0,6.1345953941345215
42.0,4774.0,6.123518943786621
43.0,4774.0,6.118269920349121
44.0,4774.0,6.115780830383301
37.0,6154.0,1.4305739402770996
38.0,6154.0,1.8218101263046265
39.0,6154.0,2.17714524269104
40.0,6154.0,2.4996514320373535
41.0,6154.0,2.792109966278076
42.0,6154.0,3.0570626258850098
43.0,6154.0,3.2968451976776123
44.0,6154.0,3.5136165618896484
37.0,6718.0,7.334206581115723
38.0,6718.0,7.0660271644592285
39.0,6718.0,6.9567551612854
40.0,6718.0,6.912031173706055
41.0,6718.0,6.8936944007873535
42.0,6718.0,6.886171817779541
43.0,6718.0,6.883084297180176
44.0,6718.0,6.881816387176514
37.0,7852.0,71.9837875366211
38.0,7852.0,71.09335327148438
39.0,7852.0,70.31124877929688
40.0,7852.0,69.62294006347656
41.0,7852.0,69.01609802246094
42.0,7852.0,68.48030090332031
43.0,7852.0,68.00660705566406
44.0,7852.0,67.58734893798828
37.0,7924.0,14.934428215026855
38.0,7924.0,17.04843521118164
39.0,7924.0,18.174821853637695
40.0,7924.0,18.77155303955078
41.0,7924.0,19.08661651611328
42.0,7924.0,19.252643585205078
43.0,7924.0,19.340049743652344
44.0,7924.0,19.386037826538086
37.0,7930.0,27.994333267211914
38.0,7930.0,28.959701538085938
39.0,7930.0,29.89640235900879
40.0,7930.0,30.804750442504883
41.0,7930.0,31.68508529663086
42.0,7930.0,32.53776168823242
43.0,7930.0,33.3631706237793
44.0,7930.0,34.16170883178711
37.0,7949.0,1.9651565551757812
38.0,7949.0,1.9297412633895874
39.0,7949.0,1.8937448263168335
40.0,7949.0,1.857157826423645
41.0,7949.0,1.8199706077575684
42.0,7949.0,1.7821736335754395
43.0,7949.0,1.7437567710876465
44.0,7949.0,1.7047103643417358
37.0,8387.0,2.1318864822387695
38.0,8387.0,3.0168230533599854
39.0,8387.0,3.7072219848632812
40.0,8387.0,4.24445915222168
41.0,8387.0,4.661435127258301
42.0,8387.0,4.984312057495117
43.0,8387.0,5.233821868896484
44.0,8387.0,5.4263105392456055
37.0,8416.0,3.046025514602661
38.0,8416.0,3.086367130279541
39.0,8416.0,3.1216952800750732
40.0,8416.0,3.1526083946228027
41.0,8416.0,3.179638385772705
42.0,8416.0,3.203258752822876
43.0,8416.0,3.2238874435424805
44.0,8416.0,3.2418949604034424
37.0,8420.0,6.896330833435059
38.0,8420.0,6.798655986785889
39.0,8420.0,6.7064595222473145
40.0,8420.0,6.619284152984619
41.0,8420.0,6.536723613739014
42.0,8420.0,6.458416938781738
43.0,8420.0,6.384041786193848
44.0,8420.0,6.3133087158203125
37.0,8522.0,135.53231811523438
38.0,8522.0,139.1999969482422
39.0,8522.0,142.16232299804688
40.0,8522.0,144.55096435546875
41.0,8522.0,146.47427368164062
42.0,8522.0,148.02110290527344
43.0,8522.0,149.263916015625
44.0,8522.0,150.26165771484375
37.0,8994.0,15.234519958496094
38.0,8994.0,14.577093124389648
39.0,8994.0,14.009925842285156
40.0,8994.0,13.518797874450684
41.0,8994.0,13.09219741821289
42.0,8994.0,12.720687866210938
43.0,8994.0,12.396451950073242
44.0,8994.0,12.11294937133789
37.0,17894.0,2.7759251594543457
38.0,17894.0,2.6018455028533936
39.0,17894.0,2.4647955894470215
40.0,17894.0,2.355874538421631
41.0,17894.0,2.2687108516693115
42.0,17894.0,2.198601722717285
43.0,17894.0,2.1419925689697266
44.0,17894.0,2.096149444580078
37.0,24712.0,2.151151657104492
38.0,24712.0,2.297633171081543
39.0,24712.0,2.4395508766174316
40.0,24712.0,2.5770082473754883
41.0,24712.0,2.71010422706604
42.0,24712.0,2.838935136795044
43.0,24712.0,2.963594675064087
44.0,24712.0,3.0841753482818604
37.0,33547.0,9.5154447555542
38.0,33547.0,9.987019538879395
39.0,33547.0,10.417978286743164
40.0,33547.0,10.811382293701172
41.0,33547.0,11.1701078414917
42.0,33547.0,11.496854782104492
43.0,33547.0,11.794164657592773
44.0,33547.0,12.064421653747559
