Time id,Material_Id,Forecasted_Quantity
37,108,19.666666666666668
38,108,20.222222222222225
39,108,24.2962962962963
40,108,21.395061728395063
41,108,21.971193415637867
42,108,22.55418381344308
43,108,21.973479652492003
44,108,22.166285627190984
37,719,25.666666666666668
38,719,21.88888888888889
39,719,22.85185185185185
40,719,23.469135802469136
41,719,22.73662551440329
42,719,23.019204389574757
43,719,23.074988568815726
44,719,22.943606157597923
37,797,6.0
38,797,6.0
39,797,6.333333333333333
40,797,6.111111111111111
41,797,6.148148148148148
42,797,6.197530864197531
43,797,6.152263374485597
44,797,6.165980795610426
37,884,30.333333333333332
38,884,32.77777777777778
39,884,33.7037037037037
40,884,32.2716049382716
41,884,32.91769547325103
42,884,32.964334705075444
43,884,32.71787837219936
44,884,32.86663618350861
37,1663,20.333333333333332
38,1663,21.777777777777775
39,1663,24.370370370370367
40,1663,22.16049382716049
41,1663,22.769547325102877
42,1663,23.100137174211245
43,1663,22.67672610882487
44,1663,22.84880353604633
37,1664,21.666666666666668
38,1664,23.555555555555557
39,1664,26.40740740740741
40,1664,23.876543209876544
41,1664,24.613168724279834
42,1664,24.965706447187927
43,1664,24.4851394604481
44,1664,24.688004877305286
37,1692,4.333333333333333
38,1692,5.111111111111111
39,1692,5.481481481481481
40,1692,4.975308641975308
41,1692,5.189300411522633
42,1692,5.215363511659807
43,1692,5.126657521719249
44,1692,5.177107148300563
37,1715,12.666666666666666
38,1715,12.888888888888888
39,1715,13.185185185185183
40,1715,12.913580246913577
41,1715,12.995884773662548
42,1715,13.031550068587102
43,1715,12.98033836305441
44,1715,13.002591068434684
37,1716,12.666666666666666
38,1716,12.888888888888888
39,1716,13.185185185185183
40,1716,12.913580246913577
41,1716,12.995884773662548
42,1716,13.031550068587102
43,1716,12.98033836305441
44,1716,13.002591068434684
37,1732,3.0
38,1732,3.6666666666666665
39,1732,3.888888888888889
40,1732,3.5185185185185186
41,1732,3.691358024691358
42,1732,3.6995884773662553
43,1732,3.636488340192044
44,1732,3.675811614083219
37,2600,2.3333333333333335
38,2600,2.777777777777778
39,2600,3.3703703703703707
40,2600,2.827160493827161
41,2600,2.9917695473251036
42,2600,3.063100137174212
43,2600,2.960676726108826
44,2600,3.0051821368693807
37,2865,40.666666666666664
38,2865,41.888888888888886
39,2865,42.85185185185185
40,2865,41.80246913580246
41,2865,42.18106995884773
42,2865,42.27846364883401
43,2865,42.08733424782807
44,2865,42.18228928516994
37,2866,40.666666666666664
38,2866,41.888888888888886
39,2866,42.85185185185185
40,2866,41.80246913580246
41,2866,42.18106995884773
42,2866,42.27846364883401
43,2866,42.08733424782807
44,2866,42.18228928516994
37,3282,109.33333333333333
38,3282,116.44444444444444
39,3282,116.25925925925925
40,3282,114.01234567901234
41,3282,115.57201646090535
42,3282,115.28120713305897
43,3282,114.95518975765889
44,3282,115.26947111720773
37,5180,60.333333333333336
38,5180,61.111111111111114
39,5180,58.81481481481482
40,5180,60.086419753086425
41,5180,60.004115226337454
42,5180,59.63511659807957
43,5180,59.90855052583448
44,5180,59.84926078341717
37,13739,3.6666666666666665
38,13739,1.8888888888888886
39,13739,2.1851851851851847
40,13739,2.580246913580247
41,13739,2.2181069958847734
42,13739,2.327846364883402
43,13739,2.375400091449474
44,13739,2.3071178174058833
37,5913,16.333333333333332
38,5913,16.777777777777775
39,5913,15.370370370370368
40,5913,16.16049382716049
41,5913,16.10288065843621
42,5913,15.877914951989021
43,5913,16.04709647919524
44,5913,16.009297363206823
37,6323,7.333333333333333
38,6323,6.444444444444444
39,6323,7.259259259259259
40,6323,7.012345679012345
41,6323,6.905349794238682
42,6323,7.058984910836762
43,6323,6.99222679469593
44,6323,6.985520499923791
37,6543,45.666666666666664
38,6543,47.22222222222222
39,6543,50.2962962962963
40,6543,47.7283950617284
41,6543,48.415637860082306
42,6543,48.813443072702334
43,6543,48.31915866483768
44,6543,48.516079865874104
37,7906,10.333333333333334
38,7906,9.777777777777779
39,7906,7.703703703703705
40,7906,9.271604938271606
41,7906,8.91769547325103
42,7906,8.631001371742114
43,7906,8.940100594421585
44,7906,8.829599146471578
37,7939,4.0
38,7939,4.333333333333333
39,7939,5.111111111111111
40,7939,4.481481481481481
41,7939,4.641975308641975
42,7939,4.7448559670781885
43,7939,4.622770919067214
44,7939,4.669867398262459
37,14447,6.666666666666667
38,14447,7.555555555555556
39,14447,8.407407407407408
40,14447,7.543209876543211
41,14447,7.835390946502059
42,14447,7.928669410150893
43,14447,7.769090077732055
44,14447,7.844383478128336
37,14448,6.666666666666667
38,14448,7.555555555555556
39,14448,8.407407407407408
40,14448,7.543209876543211
41,14448,7.835390946502059
42,14448,7.928669410150893
43,14448,7.769090077732055
44,14448,7.844383478128336
37,8594,15.333333333333334
38,8594,18.444444444444446
39,8594,19.259259259259263
40,8594,17.679012345679013
41,8594,18.460905349794242
42,8594,18.466392318244175
43,8594,18.20210333790581
44,8594,18.37646700198141
37,9207,201.0
38,9207,205.0
39,9207,204.66666666666666
40,9207,203.55555555555554
41,9207,204.4074074074074
42,9207,204.20987654320984
43,9207,204.05761316872426
44,9207,204.22496570644716
