Time id,Material_Id,Forecasted_Quantity
37,24712,5.0
38,24712,3.3333333333333335
39,24712,3.4444444444444446
40,24712,3.925925925925926
41,24712,3.5679012345679015
42,24712,3.646090534979424
43,24712,3.713305898491084
44,24712,3.6424325560128032
37,4774,5.666666666666667
38,4774,5.222222222222222
39,4774,5.962962962962963
40,4774,5.617283950617284
41,4774,5.600823045267489
42,4774,5.727023319615912
43,4774,5.648376771833562
44,4774,5.658741045572321
37,6154,2.0
38,6154,2.0
39,6154,1.6666666666666667
40,6154,1.888888888888889
41,6154,1.851851851851852
42,6154,1.8024691358024694
43,6154,1.8477366255144034
44,6154,1.8340192043895749
37,6718,6.333333333333333
38,6718,6.444444444444444
39,6718,6.925925925925925
40,6718,6.567901234567901
41,6718,6.646090534979423
42,6718,6.7133058984910825
43,6718,6.642432556012802
44,6718,6.667276329827769
37,7852,68.0
38,7852,62.0
39,7852,67.66666666666667
40,7852,65.8888888888889
41,7852,65.1851851851852
42,7852,66.24691358024693
43,7852,65.77366255144034
44,7852,65.73525377229082
37,7924,13.0
38,7924,13.0
39,7924,12.333333333333334
40,7924,12.777777777777779
41,7924,12.703703703703704
42,7924,12.604938271604938
43,7924,12.695473251028806
44,7924,12.668038408779148
37,7930,45.0
38,7930,52.666666666666664
39,7930,41.55555555555555
40,7930,46.4074074074074
41,7930,46.87654320987654
42,7930,44.946502057613166
43,7930,46.076817558299034
44,7930,45.966620941929584
37,7949,2.0
38,7949,2.0
39,7949,2.0
40,7949,2.0
41,7949,2.0
42,7949,2.0
43,7949,2.0
44,7949,2.0
37,33547,7.333333333333333
38,33547,7.777777777777778
39,33547,8.037037037037036
40,33547,7.716049382716048
41,33547,7.8436213991769534
42,33547,7.865569272976679
43,33547,7.808413351623226
44,33547,7.839201341258953
37,8387,2.6666666666666665
38,8387,2.5555555555555554
39,8387,2.074074074074074
40,8387,2.4320987654320985
41,8387,2.353909465020576
42,8387,2.286694101508916
43,8387,2.3575674439871968
44,8387,2.33272367017223
37,17894,2.0
38,17894,2.0
39,17894,2.3333333333333335
40,17894,2.111111111111111
41,17894,2.1481481481481484
42,17894,2.1975308641975313
43,17894,2.1522633744855972
44,17894,2.1659807956104253
37,8416,3.3333333333333335
38,8416,3.777777777777778
39,8416,3.3703703703703707
40,8416,3.4938271604938276
41,8416,3.547325102880659
42,8416,3.470507544581619
43,8416,3.503886602652035
44,8416,3.5072397500381043
37,8420,5.0
38,8420,5.666666666666667
39,8420,5.888888888888889
40,8420,5.518518518518519
41,8420,5.691358024691358
42,8420,5.699588477366255
43,8420,5.636488340192044
44,8420,5.675811614083219
37,8522,122.33333333333333
38,8522,133.11111111111111
39,8522,128.8148148148148
40,8522,128.0864197530864
41,8522,130.00411522633746
42,8522,128.9684499314129
43,8522,129.01966163694559
44,8522,129.33074226489865
37,8994,11.0
38,8994,12.0
39,8994,13.0
40,8994,12.0
41,8994,12.333333333333334
42,8994,12.444444444444445
43,8994,12.25925925925926
44,8994,12.345679012345679
