Material_Id,Time id,Forecasted Quantity,Model,Data
3282.0,40.0,101.12804798138983,ARIMA,bx
3282.0,41.0,97.75195090067577,ARIMA,bx
3282.0,42.0,100.52363369796495,ARIMA,bx
3282.0,43.0,98.32679758296499,ARIMA,bx
3282.0,44.0,100.08130398198358,ARIMA,bx
5180.0,37.0,46.537485464022,ARIMA,bx
5180.0,38.0,58.02612649868962,ARIMA,bx
5180.0,39.0,65.31780498533647,ARIMA,bx
5180.0,40.0,55.06652041585298,ARIMA,bx
5180.0,41.0,48.8607876554307,ARIMA,bx
5180.0,42.0,57.95104959222082,ARIMA,bx
5180.0,43.0,63.262289796716516,ARIMA,bx
5180.0,44.0,55.178533980968105,ARIMA,bx
5913.0,37.0,32.74999602107223,ARIMA,bx
5913.0,38.0,32.74999602107223,ARIMA,bx
5913.0,39.0,32.74999602107223,ARIMA,bx
5913.0,40.0,32.74999602107223,ARIMA,bx
5913.0,41.0,32.74999602107223,ARIMA,bx
5913.0,42.0,32.74999602107223,ARIMA,bx
5913.0,43.0,32.74999602107223,ARIMA,bx
5913.0,44.0,32.74999602107223,ARIMA,bx
6323.0,37.0,7.999994971776689,ARIMA,bx
6323.0,38.0,7.999994971776689,ARIMA,bx
6323.0,39.0,7.999994971776689,ARIMA,bx
6323.0,40.0,7.999994971776689,ARIMA,bx
6323.0,41.0,7.999994971776689,ARIMA,bx
6323.0,42.0,7.999994971776689,ARIMA,bx
6323.0,43.0,7.999994971776689,ARIMA,bx
6323.0,44.0,7.999994971776689,ARIMA,bx
6543.0,37.0,47.9999951700442,ARIMA,bx
6543.0,38.0,47.9999951700442,ARIMA,bx
6543.0,39.0,47.9999951700442,ARIMA,bx
6543.0,40.0,47.9999951700442,ARIMA,bx
6543.0,41.0,47.9999951700442,ARIMA,bx
6543.0,42.0,47.9999951700442,ARIMA,bx
6543.0,43.0,47.9999951700442,ARIMA,bx
6543.0,44.0,47.9999951700442,ARIMA,bx
7906.0,37.0,8.249996443267891,ARIMA,bx
7906.0,38.0,8.249996443267891,ARIMA,bx
7906.0,39.0,8.249996443267891,ARIMA,bx
7906.0,40.0,8.249996443267891,ARIMA,bx
7906.0,41.0,8.249996443267891,ARIMA,bx
7906.0,42.0,8.249996443267891,ARIMA,bx
7906.0,43.0,8.249996443267891,ARIMA,bx
7906.0,44.0,8.249996443267891,ARIMA,bx
7939.0,37.0,3.3999949222839807,ARIMA,bx
7939.0,38.0,3.3999949222839807,ARIMA,bx
7939.0,39.0,3.3999949222839807,ARIMA,bx
7939.0,40.0,3.3999949222839807,ARIMA,bx
7939.0,41.0,3.3999949222839807,ARIMA,bx
7939.0,42.0,3.3999949222839807,ARIMA,bx
7939.0,43.0,3.3999949222839807,ARIMA,bx
7939.0,44.0,3.3999949222839807,ARIMA,bx
8594.0,37.0,24.737488627291626,ARIMA,bx
8594.0,38.0,25.320054759314406,ARIMA,bx
8594.0,39.0,25.780242598991805,ARIMA,bx
8594.0,40.0,26.143759865351996,ARIMA,bx
8594.0,41.0,26.43091391756385,ARIMA,bx
8594.0,42.0,26.65774619578633,ARIMA,bx
8594.0,43.0,26.8369283527062,ARIMA,bx
8594.0,44.0,26.978470136838723,ARIMA,bx
9207.0,37.0,245.912637747435,ARIMA,bx
9207.0,38.0,232.68527909429937,ARIMA,bx
9207.0,39.0,218.00859812170862,ARIMA,bx
9207.0,40.0,209.2557632607531,ARIMA,bx
9207.0,41.0,222.39459234881562,ARIMA,bx
9207.0,42.0,230.44797221139595,ARIMA,bx
9207.0,43.0,227.5806227757673,ARIMA,bx
9207.0,44.0,218.96036146857153,ARIMA,bx
13739.0,37.0,5.0280134117939665,ARIMA,bx
13739.0,38.0,6.06273647333688,ARIMA,bx
13739.0,39.0,6.06273647333688,ARIMA,bx
13739.0,40.0,6.06273647333688,ARIMA,bx
13739.0,41.0,6.06273647333688,ARIMA,bx
13739.0,42.0,6.06273647333688,ARIMA,bx
13739.0,43.0,6.06273647333688,ARIMA,bx
13739.0,44.0,6.06273647333688,ARIMA,bx
14447.0,37.0,8.833328432735357,ARIMA,bx
14447.0,38.0,8.833328432735357,ARIMA,bx
14447.0,39.0,8.833328432735357,ARIMA,bx
14447.0,40.0,8.833328432735357,ARIMA,bx
14447.0,41.0,8.833328432735357,ARIMA,bx
14447.0,42.0,8.833328432735357,ARIMA,bx
14447.0,43.0,8.833328432735357,ARIMA,bx
14447.0,44.0,8.833328432735357,ARIMA,bx
14448.0,37.0,8.833328432735357,ARIMA,bx
14448.0,38.0,8.833328432735357,ARIMA,bx
14448.0,39.0,8.833328432735357,ARIMA,bx
14448.0,40.0,8.833328432735357,ARIMA,bx
14448.0,41.0,8.833328432735357,ARIMA,bx
14448.0,42.0,8.833328432735357,ARIMA,bx
14448.0,43.0,8.833328432735357,ARIMA,bx
14448.0,44.0,8.833328432735357,ARIMA,bx
